,close,MA_Short,MA_Long,MA_True,MA_Cross,,,,,,5,10
92,3785,3783.553382,3782.79392,1,0,3783.553382,2.2269E-09,3782.79392,1.97465E-07,,,
93,3786,3784.368921,3783.376844,1,0,3784.368921,-1.84855E-09,3783.376844,1.58835E-07,,,
94,3788,3785.579281,3784.217417,1,0,3785.579281,2.10139E-09,3784.217418,1.22683E-07,,,
95,3787,3786.052854,3784.723342,1,0,3786.052854,4.73437E-09,3784.723342,1.03104E-07,,,
96,3789,3787.035236,3785.500916,1,0,3787.035236,3.15686E-09,3785.500916,8.25394E-08,,,
97,3791,3788.356824,3786.500749,1,0,3788.356824,2.10457E-09,3786.500749,6.11681E-08,,,
98,3802,3792.904549,3789.318795,1,0,3792.904549,-1.92995E-09,3789.318795,4.64097E-08,,,
99,3801,3795.603033,3791.44265,1,0,3795.603033,2.04727E-09,3791.44265,2.88805E-08,,,
100,3806,3799.068689,3794.089441,1,0,3799.068689,1.3647E-09,3794.089441,2.1811E-08,,,
101,3803,3800.379126,3795.709543,1,0,3800.379126,9.09949E-10,3795.709543,1.23905E-08,,,
102,3805,3801.919417,3797.398717,1,0,3801.919417,-2.72621E-09,3797.398717,1.10463E-08,,,
103,3808,3803.946278,3799.326223,1,0,3803.946278,-1.81717E-09,3799.326223,4.49245E-09,,,
104,3803,3803.630852,3799.994182,1,0,3803.630852,-4.54429E-09,3799.994182,8.22047E-09,,,
105,3796,3801.087235,3799.267967,1,0,3801.087235,3.04226E-10,3799.267967,2.18006E-09,,,
106,3798,3800.058156,3799.037428,1,0,3800.058156,3.53612E-09,3799.037428,6.32872E-09,,,
107,3793,3797.705438,3797.939714,-1,-1,3797.705438,-9.75888E-10,3797.939714,8.81391E-09,,,
108,3786,3793.803625,3795.768857,-1,0,3793.803625,-6.50289E-10,3795.768857,8.47649E-10,,,
109,3786,3791.202417,3793.992701,-1,0,3791.202417,2.89992E-09,3793.992701,2.51111E-09,,,
110,3785,3789.134944,3792.357664,-1,0,3789.134944,-1.40017E-09,3792.357664,2.96359E-09,,,
111,3787,3788.423296,3791.383544,-1,0,3788.423296,-4.26644E-09,3791.383544,6.06087E-09,,,
112,3792,3789.615531,3791.495627,-1,0,3789.615531,3.82306E-09,3791.495627,4.13365E-10,,,
113,3794,3791.077021,3791.950967,-1,0,3791.077021,-7.84439E-10,3791.950967,3.97449E-09,,,
114,3800,3794.051347,3793.414428,1,1,3794.051347,-5.22959E-10,3793.414428,4.16094E-09,,,
115,3796,3794.700898,3793.884532,1,0,3794.700898,-3.48791E-10,3793.884532,-2.05E-09,,,
116,3800,3796.467265,3794.996435,1,0,3796.467265,-2.32376E-10,3794.996435,4.68572E-09,,,
117,3801,3797.978177,3796.087992,1,0,3797.978177,-3.48791E-09,3796.087992,3.83352E-09,,,
118,3800,3798.652118,3796.799266,1,0,3798.652118,-2.32512E-09,3796.799266,4.95447E-09,,,
119,3803,3800.101412,3797.926673,1,0,3800.101412,-1.54978E-09,3797.926673,4.05316E-09,,,
120,3799,3799.734275,3798.121823,1,0,3799.734275,-1.03319E-09,3798.121823,-1.22918E-09,,,
121,3788,3795.82285,3796.281492,-1,-1,3795.82285,-6.88487E-10,3796.281492,4.44879E-09,,,
122,3792,3794.548567,3795.503039,-1,0,3794.548567,-3.79214E-09,3795.503039,-3.63298E-09,,,
123,3780,3789.699044,3792.684304,-1,0,3789.699044,-2.52794E-09,3792.684304,-2.97268E-09,,,
124,3776,3785.132696,3789.650794,-1,0,3785.132696,4.9813E-09,3789.650794,2.11276E-09,,,
125,3784,3784.755131,3788.623377,-1,0,3784.755131,-3.34512E-09,3788.623377,-9.004E-11,,,
126,3783,3784.170087,3787.600945,-1,0,3784.170087,1.10367E-09,3787.600945,-3.70983E-09,,,
127,3783,3783.780058,3786.76441,-1,0,3783.780058,7.35781E-10,3786.76441,6.01176E-10,,,
128,3787,3784.853372,3786.807244,-1,0,3784.853372,3.82397E-09,3786.807244,-2.23554E-09,,,
129,3783,3784.235581,3786.115018,-1,0,3784.235581,-4.11683E-09,3786.115018,3.62525E-09,,,
130,3785,3784.490388,3785.912287,-1,0,3784.490388,-2.7444E-09,3785.912287,4.78394E-09,,,
131,3786,3784.993592,3785.928235,-1,0,3784.993592,1.50385E-09,3785.928235,-4.26735E-09,,,
132,3782,3783.995728,3785.214011,-1,0,3783.995728,1.00272E-09,3785.214011,1.4461E-10,,,
133,3784,3783.997152,3784.993281,-1,0,3783.997152,6.68933E-10,3784.993281,1.93631E-09,,,
134,3794,3787.331435,3786.630867,1,1,3787.331435,-2.88719E-09,3786.630867,3.40242E-09,,,
135,3783,3785.887623,3785.970709,-1,-1,3785.887623,-1.92449E-09,3785.970709,9.65883E-10,,,
136,3789,3786.925082,3786.521489,1,1,3786.925082,-1.28239E-09,3786.521489,-2.84626E-09,,,
137,3792,3788.616721,3787.517582,1,0,3788.616721,-8.54925E-10,3787.517582,-1.42018E-09,,,
138,3796,3791.077814,3789.05984,1,0,3791.077814,-5.69798E-10,3789.05984,2.47428E-09,,,
139,3792,3791.385209,3789.594414,1,0,3791.385209,2.95404E-09,3789.594414,-7.03039E-10,,,
140,3793,3791.923473,3790.213612,1,0,3791.923473,-4.69663E-09,3790.213612,2.15141E-09,,,
141,3795,3792.948982,3791.083864,1,0,3792.948982,-3.13094E-09,3791.083864,-1.87629E-09,,,
142,3795,3793.632655,3791.795889,1,0,3793.632655,4.57976E-09,3791.795889,-4.2628E-09,,,
143,3793,3793.42177,3792.014818,1,0,3793.42177,-3.61297E-09,3792.014818,-4.39695E-09,,,
144,3797,3794.614513,3792.921215,1,0,3794.614513,4.25825E-09,3792.921215,-2.68892E-09,,,
145,3797,3795.409675,3793.662812,1,0,3795.409675,-3.82761E-09,3793.662812,5.27052E-10,,,
146,3801,3797.273117,3794.996846,1,0,3797.273117,7.81711E-10,3794.996846,-4.78394E-10,,,
147,3804,3799.515411,3796.633783,1,0,3799.515411,3.85444E-09,3796.633783,5.17502E-10,,,
148,3801,3800.010274,3797.427641,1,0,3800.010274,-7.63066E-10,3797.427641,1.33195E-09,,,
149,3800,3800.006849,3797.895343,1,0,3800.006849,2.82489E-09,3797.895343,1.80535E-10,,,
150,3789,3796.3379,3796.278008,1,0,3796.3379,-1.44973E-09,3796.278008,-4.39832E-09,,,
151,3790,3794.225266,3795.136552,-1,-1,3794.225266,2.36696E-09,3795.136552,4.58294E-09,,,
152,3783,3790.483511,3792.929906,-1,0,3790.483511,4.91173E-09,3792.929906,1.02227E-09,,,
153,3780,3786.989007,3790.579014,-1,0,3786.989007,3.27464E-09,3790.579014,8.35826E-10,,,
154,3783,3785.659338,3789.201011,-1,0,3785.659338,2.18324E-09,3789.201011,1.59253E-09,,,
155,3777,3782.772892,3786.982646,-1,0,3782.772892,4.7894E-09,3786.982646,-4.15184E-09,,,
156,3776,3780.515261,3784.985801,-1,0,3780.515261,3.19278E-09,3784.985801,-2.48838E-09,,,
157,3773,3778.010174,3782.806564,-1,0,3778.010174,2.12913E-09,3782.806564,6.91216E-10,,,
158,3780,3778.67345,3782.29628,-1,0,3778.67345,1.41972E-09,3782.29628,3.29283E-09,,,
159,3782,3779.7823,3782.242411,-1,0,3779.7823,9.46329E-10,3782.242411,-3.36513E-11,,,
160,3783,3780.854866,3782.380154,-1,0,3780.854866,3.96449E-09,3782.380154,-9.36325E-10,,,
161,3784,3781.903244,3782.674672,-1,0,3781.903244,2.64345E-09,3782.674672,2.87037E-09,,,
162,3779,3780.935496,3782.00655,-1,0,3780.935496,1.76215E-09,3782.00655,2.34832E-09,,,
163,3781,3780.956997,3781.823541,-1,0,3780.956997,-2.15823E-09,3781.823541,-1.71531E-09,,,
164,3778,3779.971332,3781.128351,-1,0,3779.971332,-4.77212E-09,3781.128351,-3.22188E-09,,,
165,3788,3782.647554,3782.377742,1,1,3782.647554,1.51886E-10,3782.377742,9.09495E-11,,,
166,3788,3784.431703,3783.399971,1,0,3784.431703,3.43516E-09,3783.399971,-3.56204E-09,,,
167,3787,3785.287802,3784.054522,1,0,3785.287802,-1.04319E-09,3784.054522,4.35784E-09,,,
168,3789,3786.525201,3784.953699,1,0,3786.525201,2.63844E-09,3784.953699,-4.61614E-09,,,
169,3787,3786.683468,3785.325754,1,0,3786.683468,1.75942E-09,3785.325754,1.67756E-09,,,
170,3784,3785.788978,3785.084708,1,0,3785.788978,1.1737E-09,3785.084708,3.19051E-09,,,
171,3789,3786.859319,3785.796579,1,0,3786.859319,-2.55068E-09,3785.796579,-4.66252E-09,,,
172,3792,3788.572879,3786.924474,1,0,3788.572879,1.633E-09,3786.924474,-1.0873E-09,,,
173,3789,3788.715253,3787.301842,1,0,3788.715253,-2.24418E-09,3787.301842,4.56475E-09,,,
174,3789,3788.810169,3787.610598,1,0,3788.810169,-4.82896E-09,3787.610598,-3.53839E-09,,,
175,3796,3791.206779,3789.135944,1,0,3791.206779,3.44744E-09,3789.135944,-4.71346E-09,,,
176,3793,3791.804519,3789.8385,1,0,3791.804519,2.29829E-09,3789.8385,2.50657E-09,,,
177,3792,3791.86968,3790.2315,1,0,3791.86968,4.86625E-09,3790.2315,-6.76209E-10,,,
178,3789,3790.91312,3790.007591,1,0,3790.91312,-3.42243E-09,3790.007591,3.08273E-09,,,
179,3787,3789.608746,3789.460756,1,0,3789.608746,-2.28147E-09,3789.460756,-2.93267E-09,,,
180,3788,3789.072498,3789.195164,-1,-1,3789.072498,1.81217E-09,3789.195164,-2.3997E-09,,,
181,3792,3790.048332,3789.705134,1,1,3790.048332,-2.12503E-09,3789.705134,-1.45519E-10,,,
182,3797,3792.365555,3791.031473,1,0,3792.365555,1.91676E-09,3791.031473,-1.19144E-10,,,
183,3794,3792.91037,3791.571206,1,0,3792.91037,4.61159E-09,3791.571206,-4.64297E-09,,,
184,3789,3791.606913,3791.103714,1,0,3791.606913,-3.59205E-09,3791.103714,1.65574E-09,,,
185,3785,3789.404609,3789.993948,-1,-1,3789.404609,4.2719E-09,3789.993948,4.45652E-10,,,
186,3787,3788.603073,3789.449593,-1,0,3788.603072,-3.81806E-09,3789.449593,-5.44787E-10,,,
187,3788,3788.402048,3789.186031,-1,0,3788.402048,7.88077E-10,3789.186031,1.37197E-09,,,
188,3791,3789.268032,3789.515844,-1,0,3789.268032,5.25688E-10,3789.515844,2.0309E-09,,,
189,3791,3789.845355,3789.78569,1,1,3789.845355,3.68391E-09,3789.78569,4.38922E-09,,,
190,3789,3789.56357,3789.642837,-1,-1,3789.56357,-4.21051E-09,3789.642837,-9.54515E-10,,,
191,3787,3788.709047,3789.162322,-1,0,3788.709047,3.8599E-09,3789.162322,-1.68984E-09,,,
192,3788,3788.472698,3788.95099,-1,0,3788.472698,2.57387E-09,3788.95099,4.98085E-09,,,
193,3790,3788.981798,3789.141719,-1,0,3788.981798,1.71622E-09,3789.141719,-3.19778E-09,,,
194,3795,3790.987866,3790.206861,1,1,3790.987866,4.4779E-09,3790.206861,1.92904E-09,,,
195,3791,3790.99191,3790.351068,1,0,3790.99191,-3.68118E-09,3790.351068,-2.40107E-10,,,
196,3799,3793.661274,3791.923601,1,0,3793.661274,4.21323E-09,3791.923601,7.12589E-10,,,
197,3796,3794.440849,3792.664765,1,0,3794.440849,2.80897E-09,3792.664765,-3.26054E-10,,,
198,3793,3793.960566,3792.725717,1,0,3793.960566,-4.79395E-09,3792.725717,3.36922E-09,,,
199,3798,3795.307044,3793.684677,1,0,3795.307044,-3.19596E-09,3793.684677,-8.80391E-10,,,
200,3799,3796.538029,3794.6511,1,0,3796.538029,-2.13004E-09,3794.6511,1.09821E-09,,,
201,3799,3797.358686,3795.441809,1,0,3797.358686,-1.42018E-09,3795.441809,3.62525E-09,,,
202,3799,3797.905791,3796.088753,1,0,3797.905791,-4.28008E-09,3796.088753,2.05728E-09,,,
203,3803,3799.603861,3797.345343,1,0,3799.603861,4.80213E-10,3797.345343,-1.35515E-10,,,
204,3824,3807.735907,3802.191644,1,0,3807.735907,3.65344E-09,3802.191644,-2.83853E-09,,,
205,3824,3813.157271,3806.1568,1,0,3813.157271,-4.23097E-09,3806.1568,-5.0477E-10,,,
206,3826,3817.438181,3809.764654,1,0,3817.438181,3.8458E-09,3809.764654,-3.14049E-09,,,
207,3822,3818.958787,3811.989263,1,0,3818.958787,-7.68978E-10,3811.989263,-7.51697E-10,,,
208,3830,3822.639192,3815.263942,1,0,3822.639192,2.8208E-09,3815.263942,3.02134E-09,,,
209,3829,3824.759461,3817.761407,1,0,3824.759461,-1.45292E-09,3817.761407,1.56206E-09,,,
210,3820,3823.172974,3818.168424,1,0,3823.172974,-4.30191E-09,3818.168424,-5.4024E-10,,,
211,3818,3821.448649,3818.137802,1,0,3821.448649,-2.86764E-09,3818.137802,-1.35151E-09,,,
212,3817,3819.965766,3817.930929,1,0,3819.965766,4.75529E-09,3817.930929,-3.83352E-09,,,
213,3816,3818.643844,3817.579851,1,0,3818.643844,-1.628E-10,3817.579851,-3.13639E-09,,,
214,3821,3819.429229,3818.201696,1,0,3819.429229,3.22507E-09,3818.201696,-4.38422E-09,,,
215,3823,3820.619486,3819.074115,1,0,3820.619486,-1.18325E-09,3819.074115,-8.60382E-10,,,
216,3825,3822.079658,3820.151549,1,0,3822.079658,-4.12183E-09,3820.151549,-4.34011E-09,,,
217,3830,3824.719772,3821.942176,1,0,3824.719772,3.91901E-09,3821.942176,2.81216E-09,,,
218,3833,3827.479848,3823.95269,1,0,3827.479848,-7.2032E-10,3823.95269,2.30057E-09,,,
219,3832,3828.986565,3825.415837,1,0,3828.986565,2.85308E-09,3825.415837,1.88265E-09,,,
220,3830,3829.324377,3826.249321,1,0,3829.324377,-4.76484E-09,3826.249321,-4.82351E-09,,,
221,3827,3828.549585,3826.385808,1,0,3828.549585,1.56888E-10,3826.385808,5.98902E-10,,,
222,3824,3827.033056,3825.952025,1,0,3827.033056,3.43789E-09,3825.952025,-1.32877E-09,,,
223,3819,3824.355371,3824.68802,-1,-1,3824.355371,2.29238E-09,3824.68802,-1.0873E-09,,,
224,3824,3824.236914,3824.562926,-1,0,3824.236914,4.8617E-09,3824.562926,1.83763E-09,,,
225,3817,3821.824609,3823.187848,-1,0,3821.824609,-9.1859E-11,3823.187848,-3.9513E-09,,,
226,3811,3818.216406,3820.971876,-1,0,3818.216406,3.27282E-09,3820.971876,3.13048E-09,,,
227,3800,3812.144271,3817.158808,-1,0,3812.144271,-4.48472E-09,3817.158808,-2.8931E-09,,,
228,3801,3808.429514,3814.220843,-1,0,3808.429514,3.67709E-09,3814.220843,-3.27645E-09,,,
229,3793,3803.286343,3810.362508,-1,0,3803.286343,-4.21505E-09,3810.362508,-1.77215E-09,,,
230,3792,3799.524228,3807.02387,-1,0,3799.524228,3.85717E-09,3807.02387,4.00451E-09,,,
231,3792,3797.016152,3804.292257,-1,0,3797.016152,-4.095E-09,3804.292257,2.36696E-09,,,
232,3790,3794.677435,3801.693665,-1,0,3794.677435,-2.72985E-09,3801.693665,1.18234E-10,,,
233,3794,3794.451623,3800.294817,-1,0,3794.451623,4.84715E-09,3800.294817,4.64206E-09,,,
234,3793,3793.967749,3798.968486,-1,0,3793.967749,-3.43471E-09,3798.968486,-2.56614E-09,,,
235,3798,3795.311833,3798.792398,-1,0,3795.311833,4.37694E-09,3798.792398,-3.9181E-09,,,
236,3802,3797.541222,3799.375598,-1,0,3797.541222,-3.74848E-09,3799.375598,2.24873E-09,,,
237,3802,3799.027481,3799.852762,-1,0,3799.027481,8.34461E-10,3799.852762,-1.79716E-09,,,
238,3804,3800.684987,3800.606806,1,1,3800.684987,5.56611E-10,3800.606806,-1.47065E-09,,,
239,3803,3801.456658,3801.041932,1,0,3801.456658,3.71529E-10,3801.041932,-2.94676E-10,,,
240,3799,3800.637772,3800.670671,-1,-1,3800.637772,-3.08501E-09,3800.670671,-3.87763E-09,,,
241,3794,3798.425181,3799.457822,-1,0,3798.425181,-2.05682E-09,3799.457822,4.63388E-10,,,
242,3789,3795.283454,3797.5564,-1,0,3795.283454,-4.70391E-09,3797.5564,3.78805E-10,,,
243,3787,3792.522303,3795.637054,-1,0,3792.522303,1.9736E-10,3795.637054,3.9463E-09,,,
244,3787,3790.681535,3794.066681,-1,0,3790.681535,-3.20142E-09,3794.066681,-4.95356E-09,,,
245,3787,3789.454357,3792.78183,-1,0,3789.454357,1.19917E-09,3792.78183,-2.23508E-09,,,
246,3786,3788.302905,3791.54877,-1,0,3788.302905,4.13274E-09,3791.54877,-4.55566E-09,,,
247,3789,3788.53527,3791.085357,-1,0,3788.53527,2.75577E-09,3791.085357,8.17636E-10,,,
248,3793,3790.023513,3791.433474,-1,0,3790.023513,-4.82896E-09,3791.433474,-1.1496E-09,,,
249,3790,3790.015675,3791.172842,-1,0,3790.015675,3.44744E-09,3791.172842,3.60478E-09,,,
250,3787,3789.01045,3790.414144,-1,0,3789.01045,2.29875E-09,3790.414144,4.76712E-09,,,
251,3799,3792.3403,3791.975209,1,1,3792.3403,-1.80034E-09,3791.975209,1.17279E-09,,,
252,3798,3794.226867,3793.070625,1,0,3794.226867,2.13367E-09,3793.070625,-1.76806E-09,,,
253,3799,3795.817911,3794.148693,1,0,3795.817911,4.75575E-09,3794.148693,-2.35514E-09,,,
254,3804,3798.545274,3795.93984,1,0,3798.545274,-1.628E-10,3795.93984,-4.65479E-09,,,
255,3814,3803.696849,3799.223505,1,0,3803.696849,-1.0823E-10,3799.223505,7.36691E-10,,,
256,3818,3808.464566,3802.637414,1,0,3808.464566,-7.18501E-11,3802.637414,6.02995E-10,,,
257,3814,3810.309711,3804.703338,1,0,3810.309711,3.28555E-09,3804.703338,-4.16094E-10,,,
258,3819,3813.206474,3807.302731,1,0,3813.206474,2.19052E-09,3807.302731,-4.88626E-09,,,
259,3810,3812.137649,3807.793144,1,0,3812.137649,-1.87265E-09,3807.793144,5.47516E-10,,,
260,3812,3812.091766,3808.558027,1,0,3812.091766,-1.24828E-09,3808.558027,4.99313E-09,,,
261,3814,3812.727844,3809.547476,1,0,3812.727844,-8.31733E-10,3809.547476,-1.3697E-09,,,
262,3817,3814.151896,3810.902481,1,0,3814.151896,-5.54337E-10,3810.902481,-2.93903E-09,,,
